TWTR (TWITTER INC),33.06,-0.55,
Feb 18 2018 @ 14:55 ET,Bid,33.05,Ask,33.06,Size,0x0,Vol,27900974,
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int,
18 Feb 15.00 (TWTR1816B15-S),0.0,0.0,18.00,18.10,0,8,18 Feb 15.00 (TWTR1816N15-S),0.04,0.0,0.0,0.02,0,45,
18 Feb 15.00 (TWTR1816B15-X),11.41,0.0,17.75,18.20,0,8,18 Feb 15.00 (TWTR1816N15-X),0.02,0.0,0.0,0.03,0,45,
18 Feb 15.00 (TWTR1816B15-Y),0.0,0.0,17.70,18.35,0,8,18 Feb 15.00 (TWTR1816N15-Y),0.0,0.0,0.0,0.10,0,45,
18 Feb 16.00 (TWTR1816B16),17.20,+9.00,17.00,17.10,1,2,18 Feb 16.00 (TWTR1816N16),0.01,0.0,0.0,0.02,0,2000,
18 Feb 16.00 (TWTR1816B16-3),8.35,0.0,16.75,17.20,0,2,18 Feb 16.00 (TWTR1816N16-3),0.03,0.0,0.0,0.02,0,2000,
18 Feb 16.00 (TWTR1816B16-4),0.0,0.0,16.70,17.10,0,2,18 Feb 16.00 (TWTR1816N16-4),0.0,0.0,0.0,0.02,0,2000,
18 Feb 16.00 (TWTR1816B16-8),8.20,0.0,16.70,17.35,0,2,18 Feb 16.00 (TWTR1816N16-8),0.01,0.0,0.0,0.10,0,2000,
18 Feb 16.00 (TWTR1816B16-A),0.0,0.0,16.65,17.30,0,2,18 Feb 16.00 (TWTR1816N16-A),0.08,0.0,0.0,0.02,0,2000,
18 Feb 16.00 (TWTR1816B16-B),0.0,0.0,16.75,17.35,0,2,18 Feb 16.00 (TWTR1816N16-B),0.0,0.0,0.0,0.02,0,2000,
18 Feb 16.00 (TWTR1816B16-E),17.20,+9.10,16.75,17.20,1,2,18 Feb 16.00 (TWTR1816N16-E),0.01,0.0,0.0,0.03,0,2000,
18 Feb 16.00 (TWTR1816B16-I),0.0,0.0,17.00,17.10,0,2,18 Feb 16.00 (TWTR1816N16-I),0.03,0.0,0.0,0.02,0,2000,
18 Feb 16.00 (TWTR1816B16-J),0.0,0.0,16.75,17.20,0,2,18 Feb 16.00 (TWTR1816N16-J),0.0,0.0,0.0,0.02,0,2000,
18 Feb 16.00 (TWTR1816B16-K),0.0,0.0,14.85,19.50,0,2,18 Feb 16.00 (TWTR1816N16-K),0.0,0.0,0.0,5.00,0,2000,
18 Feb 16.00 (TWTR1816B16-O),0.0,0.0,17.00,17.10,0,2,18 Feb 16.00 (TWTR1816N16-O),0.03,0.0,0.0,0.02,0,2000,
18 Feb 16.00 (TWTR1816B16-OG),0.0,0.0,16.75,17.35,0,2,18 Feb 16.00 (TWTR1816N16-OG),0.03,0.0,0.0,0.02,0,2000,
18 Feb 16.00 (TWTR1816B16-P),0.0,0.0,16.90,17.20,0,2,18 Feb 16.00 (TWTR1816N16-P),0.03,0.0,0.0,0.02,0,2000,
18 Feb 16.00 (TWTR1816B16-S),0.0,0.0,17.00,17.10,0,2,18 Feb 16.00 (TWTR1816N16-S),0.03,0.0,0.0,0.02,0,2000,
18 Feb 16.00 (TWTR1816B16-X),0.0,0.0,16.65,17.20,0,2,18 Feb 16.00 (TWTR1816N16-X),0.04,0.0,0.0,0.03,0,2000,
18 Feb 16.00 (TWTR1816B16-Y),0.0,0.0,16.70,17.35,0,2,18 Feb 16.00 (TWTR1816N16-Y),0.03,0.0,0.0,0.10,0,2000,
18 Feb 17.00 (TWTR1816B17),16.05,+6.44,16.00,16.10,2,10,18 Feb 17.00 (TWTR1816N17),0.01,0.0,0.0,0.02,0,2038,
18 Feb 17.00 (TWTR1816B17-3),5.27,0.0,15.75,16.10,0,10,18 Feb 17.00 (TWTR1816N17-3),0.07,0.0,0.0,0.02,0,2038,
18 Feb 17.00 (TWTR1816B17-4),0.0,0.0,15.70,16.10,0,10,18 Feb 17.00 (TWTR1816N17-4),0.05,0.0,0.0,0.02,0,2038,
18 Feb 17.00 (TWTR1816B17-8),16.05,+7.53,15.55,16.35,2,10,18 Feb 17.00 (TWTR1816N17-8),0.01,0.0,0.0,0.10,0,2038,
18 Feb 17.00 (TWTR1816B17-A),0.0,0.0,15.55,16.35,0,10,18 Feb 17.00 (TWTR1816N17-A),0.0,0.0,0.0,0.02,0,2038,
18 Feb 17.00 (TWTR1816B17-B),0.0,0.0,15.75,16.35,0,10,18 Feb 17.00 (TWTR1816N17-B),0.04,0.0,0.0,0.02,0,2038,
18 Feb 17.00 (TWTR1816B17-E),7.68,0.0,15.75,16.20,0,10,18 Feb 17.00 (TWTR1816N17-E),0.01,0.0,0.0,0.03,0,2038,
18 Feb 17.00 (TWTR1816B17-I),0.0,0.0,16.00,16.10,0,10,18 Feb 17.00 (TWTR1816N17-I),0.05,0.0,0.0,0.02,0,2038,
18 Feb 17.00 (TWTR1816B17-J),0.0,0.0,15.75,16.20,0,10,18 Feb 17.00 (TWTR1816N17-J),0.04,0.0,0.0,0.02,0,2038,
18 Feb 17.00 (TWTR1816B17-K),0.0,0.0,13.90,18.50,0,10,18 Feb 17.00 (TWTR1816N17-K),0.0,0.0,0.0,5.00,0,2038,
18 Feb 17.00 (TWTR1816B17-O),9.83,0.0,16.00,16.10,0,10,18 Feb 17.00 (TWTR1816N17-O),0.05,0.0,0.0,0.02,0,2038,
18 Feb 17.00 (TWTR1816B17-OG),5.55,0.0,15.75,16.10,0,10,18 Feb 17.00 (TWTR1816N17-OG),0.04,0.0,0.0,0.02,0,2038,
18 Feb 17.00 (TWTR1816B17-P),7.68,0.0,15.90,16.20,0,10,18 Feb 17.00 (TWTR1816N17-P),0.04,0.0,0.0,0.02,0,2038,
18 Feb 17.00 (TWTR1816B17-S),0.0,0.0,16.00,16.10,0,10,18 Feb 17.00 (TWTR1816N17-S),0.04,0.0,0.0,0.02,0,2038,
18 Feb 17.00 (TWTR1816B17-X),9.61,0.0,15.75,16.20,0,10,18 Feb 17.00 (TWTR1816N17-X),0.03,0.0,0.0,0.03,0,2038,
18 Feb 17.00 (TWTR1816B17-Y),0.0,0.0,15.70,16.35,0,10,18 Feb 17.00 (TWTR1816N17-Y),0.04,0.0,0.0,0.10,0,2038,
18 Feb 17.50 (TWTR1816B17.5),0.0,0.0,15.25,15.65,0,0,18 Feb 17.50 (TWTR1816N17.5),0.04,0.0,0.0,0.02,0,58,
18 Feb 17.50 (TWTR1816B17.5-3),0.0,0.0,14.95,15.90,0,0,18 Feb 17.50 (TWTR1816N17.5-3),0.0,0.0,0.0,0.02,0,58,
18 Feb 17.50 (TWTR1816B17.5-4),0.0,0.0,14.90,15.65,0,0,18 Feb 17.50 (TWTR1816N17.5-4),0.0,0.0,0.0,0.02,0,58,
18 Feb 17.50 (TWTR1816B17.5-8),0.0,0.0,14.90,16.05,0,0,18 Feb 17.50 (TWTR1816N17.5-8),0.07,0.0,0.0,0.10,0,58,
18 Feb 17.50 (TWTR1816B17.5-A),0.0,0.0,0.0,0.0,0,0,18 Feb 17.50 (TWTR1816N17.5-A),0.0,0.0,0.0,0.02,0,58,
18 Feb 17.50 (TWTR1816B17.5-B),0.0,0.0,14.90,15.90,0,0,18 Feb 17.50 (TWTR1816N17.5-B),0.0,0.0,0.0,0.02,0,58,
18 Feb 17.50 (TWTR1816B17.5-E),0.0,0.0,15.00,15.90,0,0,18 Feb 17.50 (TWTR1816N17.5-E),0.0,0.0,0.0,0.03,0,58,
18 Feb 17.50 (TWTR1816B17.5-I),0.0,0.0,15.25,15.65,0,0,18 Feb 17.50 (TWTR1816N17.5-I),0.0,0.0,0.0,0.02,0,58,
18 Feb 17.50 (TWTR1816B17.5-J),0.0,0.0,14.95,15.90,0,0,18 Feb 17.50 (TWTR1816N17.5-J),0.0,0.0,0.0,0.02,0,58,
18 Feb 17.50 (TWTR1816B17.5-K),0.0,0.0,13.35,18.00,0,0,18 Feb 17.50 (TWTR1816N17.5-K),0.0,0.0,0.0,5.00,0,58,
18 Feb 17.50 (TWTR1816B17.5-O),0.0,0.0,15.25,15.65,0,0,18 Feb 17.50 (TWTR1816N17.5-O),0.07,0.0,0.0,0.02,0,58,
18 Feb 17.50 (TWTR1816B17.5-OG),0.0,0.0,14.90,16.05,0,0,18 Feb 17.50 (TWTR1816N17.5-OG),0.0,0.0,0.0,0.02,0,58,
18 Feb 17.50 (TWTR1816B17.5-P),0.0,0.0,0.0,0.0,0,0,18 Feb 17.50 (TWTR1816N17.5-P),0.01,0.0,0.0,0.02,0,58,
18 Feb 17.50 (TWTR1816B17.5-S),0.0,0.0,14.90,15.90,0,0,18 Feb 17.50 (TWTR1816N17.5-S),0.06,0.0,0.0,0.02,0,58,
18 Feb 17.50 (TWTR1816B17.5-X),0.0,0.0,14.95,15.90,0,0,18 Feb 17.50 (TWTR1816N17.5-X),0.04,0.0,0.0,0.03,0,58,
18 Feb 17.50 (TWTR1816B17.5-Y),0.0,0.0,14.90,15.90,0,0,18 Feb 17.50 (TWTR1816N17.5-Y),0.0,0.0,0.0,0.10,0,58,
18 Feb 18.00 (TWTR1816B18),15.20,-0.33,15.00,15.10,1,107,18 Feb 18.00 (TWTR1816N18),0.01,0.0,0.0,0.01,0,346,
18 Feb 18.00 (TWTR1816B18-3),8.40,0.0,15.00,15.10,0,107,18 Feb 18.00 (TWTR1816N18-3),0.01,0.0,0.0,0.05,0,346,
18 Feb 18.00 (TWTR1816B18-4),17.03,0.0,14.70,15.10,0,107,18 Feb 18.00 (TWTR1816N18-4),0.04,0.0,0.0,0.09,0,346,
18 Feb 18.00 (TWTR1816B18-8),15.53,0.0,15.00,15.10,0,107,18 Feb 18.00 (TWTR1816N18-8),0.01,0.0,0.0,0.09,0,346,
18 Feb 18.00 (TWTR1816B18-A),6.40,0.0,14.75,15.10,0,107,18 Feb 18.00 (TWTR1816N18-A),0.01,0.0,0.0,0.01,0,346,
18 Feb 18.00 (TWTR1816B18-B),4.61,0.0,14.75,15.10,0,107,18 Feb 18.00 (TWTR1816N18-B),0.02,0.0,0.0,0.09,0,346,
18 Feb 18.00 (TWTR1816B18-E),15.20,+1.54,15.00,15.10,1,107,18 Feb 18.00 (TWTR1816N18-E),0.01,0.0,0.0,0.05,0,346,
18 Feb 18.00 (TWTR1816B18-I),8.40,0.0,15.00,15.10,0,107,18 Feb 18.00 (TWTR1816N18-I),0.15,0.0,0.0,0.01,0,346,
18 Feb 18.00 (TWTR1816B18-J),0.0,0.0,14.90,15.10,0,107,18 Feb 18.00 (TWTR1816N18-J),0.0,0.0,0.0,0.09,0,346,
18 Feb 18.00 (TWTR1816B18-K),0.0,0.0,15.00,15.10,0,107,18 Feb 18.00 (TWTR1816N18-K),0.0,0.0,0.0,5.00,0,346,
18 Feb 18.00 (TWTR1816B18-O),12.10,0.0,15.00,15.10,0,107,18 Feb 18.00 (TWTR1816N18-O),0.01,0.0,0.0,0.01,0,346,
18 Feb 18.00 (TWTR1816B18-OG),7.30,0.0,14.70,15.10,0,107,18 Feb 18.00 (TWTR1816N18-OG),0.02,0.0,0.0,0.01,0,346,
18 Feb 18.00 (TWTR1816B18-P),8.25,0.0,14.95,15.10,0,107,18 Feb 18.00 (TWTR1816N18-P),0.14,0.0,0.0,0.01,0,346,
18 Feb 18.00 (TWTR1816B18-S),7.05,0.0,15.00,15.10,0,107,18 Feb 18.00 (TWTR1816N18-S),0.08,0.0,0.0,0.01,0,346,
18 Feb 18.00 (TWTR1816B18-X),8.45,0.0,15.00,15.10,0,107,18 Feb 18.00 (TWTR1816N18-X),0.04,0.0,0.0,0.05,0,346,
18 Feb 18.00 (TWTR1816B18-Y),4.75,0.0,15.00,15.10,0,107,18 Feb 18.00 (TWTR1816N18-Y),0.03,0.0,0.0,0.09,0,346,
18 Feb 18.50 (TWTR1816B18.5),0.0,0.0,14.50,14.60,0,0,18 Feb 18.50 (TWTR1816N18.5),0.04,0.0,0.0,0.02,0,283,
18 Feb 18.50 (TWTR1816B18.5-3),0.0,0.0,14.30,14.60,0,0,18 Feb 18.50 (TWTR1816N18.5-3),0.04,0.0,0.0,0.02,0,283,
18 Feb 18.50 (TWTR1816B18.5-4),0.0,0.0,14.15,14.60,0,0,18 Feb 18.50 (TWTR1816N18.5-4),0.04,0.0,0.0,0.02,0,283,
18 Feb 18.50 (TWTR1816B18.5-8),0.0,0.0,14.05,14.85,0,0,18 Feb 18.50 (TWTR1816N18.5-8),0.13,0.0,0.0,0.10,0,283,
18 Feb 18.50 (TWTR1816B18.5-A),0.0,0.0,0.0,0.0,0,0,18 Feb 18.50 (TWTR1816N18.5-A),0.0,0.0,0.0,0.02,0,283,
18 Feb 18.50 (TWTR1816B18.5-B),0.0,0.0,14.25,14.85,0,0,18 Feb 18.50 (TWTR1816N18.5-B),0.0,0.0,0.0,0.02,0,283,
18 Feb 18.50 (TWTR1816B18.5-E),0.0,0.0,14.30,14.70,0,0,18 Feb 18.50 (TWTR1816N18.5-E),0.13,0.0,0.0,0.03,0,283,
18 Feb 18.50 (TWTR1816B18.5-I),0.0,0.0,14.50,14.60,0,0,18 Feb 18.50 (TWTR1816N18.5-I),0.04,0.0,0.0,0.02,0,283,
18 Feb 18.50 (TWTR1816B18.5-J),0.0,0.0,14.30,14.70,0,0,18 Feb 18.50 (TWTR1816N18.5-J),0.0,0.0,0.0,0.02,0,283,
18 Feb 18.50 (TWTR1816B18.5-K),0.0,0.0,12.35,17.00,0,0,18 Feb 18.50 (TWTR1816N18.5-K),0.0,0.0,0.0,5.00,0,283,
18 Feb 18.50 (TWTR1816B18.5-O),0.0,0.0,14.50,14.60,0,0,18 Feb 18.50 (TWTR1816N18.5-O),0.03,0.0,0.0,0.02,0,283,
18 Feb 18.50 (TWTR1816B18.5-OG),0.0,0.0,14.25,14.60,0,0,18 Feb 18.50 (TWTR1816N18.5-OG),0.0,0.0,0.0,0.02,0,283,
18 Feb 18.50 (TWTR1816B18.5-P),0.0,0.0,0.0,0.0,0,0,18 Feb 18.50 (TWTR1816N18.5-P),0.12,0.0,0.0,0.02,0,283,
18 Feb 18.50 (TWTR1816B18.5-S),0.0,0.0,14.50,14.60,0,0,18 Feb 18.50 (TWTR1816N18.5-S),0.0,0.0,0.0,0.02,0,283,
18 Feb 18.50 (TWTR1816B18.5-X),0.0,0.0,14.30,14.70,0,0,18 Feb 18.50 (TWTR1816N18.5-X),0.0,0.0,0.0,0.03,0,283,
18 Feb 18.50 (TWTR1816B18.5-Y),0.0,0.0,14.20,14.85,0,0,18 Feb 18.50 (TWTR1816N18.5-Y),0.13,0.0,0.0,0.10,0,283,
18 Feb 19.00 (TWTR1816B19),14.20,-0.34,14.00,14.10,8,307,18 Feb 19.00 (TWTR1816N19),0.01,0.0,0.0,0.01,0,2814,
18 Feb 19.00 (TWTR1816B19-3),5.11,0.0,14.00,14.10,0,307,18 Feb 19.00 (TWTR1816N19-3),0.01,0.0,0.0,0.05,0,2814,
18 Feb 19.00 (TWTR1816B19-4),14.65,0.0,14.00,14.10,0,307,18 Feb 19.00 (TWTR1816N19-4),0.20,0.0,0.0,0.09,0,2814,
18 Feb 19.00 (TWTR1816B19-8),13.95,+2.36,14.00,14.10,3,307,18 Feb 19.00 (TWTR1816N19-8),0.01,0.0,0.0,0.09,0,2814,
18 Feb 19.00 (TWTR1816B19-A),6.37,0.0,13.75,14.10,0,307,18 Feb 19.00 (TWTR1816N19-A),0.06,0.0,0.0,0.01,0,2814,
18 Feb 19.00 (TWTR1816B19-B),6.51,0.0,13.75,14.10,0,307,18 Feb 19.00 (TWTR1816N19-B),0.01,0.0,0.0,0.09,0,2814,
18 Feb 19.00 (TWTR1816B19-E),13.92,-0.62,14.00,14.10,1,307,18 Feb 19.00 (TWTR1816N19-E),0.01,0.0,0.0,0.05,0,2814,
18 Feb 19.00 (TWTR1816B19-I),7.65,0.0,14.00,14.10,0,307,18 Feb 19.00 (TWTR1816N19-I),0.17,0.0,0.0,0.01,0,2814,
18 Feb 19.00 (TWTR1816B19-J),0.0,0.0,14.00,14.10,0,307,18 Feb 19.00 (TWTR1816N19-J),0.17,0.0,0.0,0.09,0,2814,
18 Feb 19.00 (TWTR1816B19-K),14.05,0.0,14.00,14.10,0,307,18 Feb 19.00 (TWTR1816N19-K),0.0,0.0,0.0,0.50,0,2814,
18 Feb 19.00 (TWTR1816B19-O),12.25,0.0,14.00,14.10,0,307,18 Feb 19.00 (TWTR1816N19-O),0.13,0.0,0.0,0.01,0,2814,
18 Feb 19.00 (TWTR1816B19-OG),3.85,0.0,13.75,14.10,0,307,18 Feb 19.00 (TWTR1816N19-OG),0.07,0.0,0.0,0.01,0,2814,
18 Feb 19.00 (TWTR1816B19-P),14.20,+8.10,13.95,14.10,4,307,18 Feb 19.00 (TWTR1816N19-P),0.01,0.0,0.0,0.01,0,2814,
18 Feb 19.00 (TWTR1816B19-S),14.25,0.0,14.00,14.10,0,307,18 Feb 19.00 (TWTR1816N19-S),0.02,0.0,0.0,0.01,0,2814,
18 Feb 19.00 (TWTR1816B19-X),13.85,0.0,14.00,14.10,0,307,18 Feb 19.00 (TWTR1816N19-X),0.01,0.0,0.0,0.05,0,2814,
18 Feb 19.00 (TWTR1816B19-Y),6.40,0.0,14.00,14.10,0,307,18 Feb 19.00 (TWTR1816N19-Y),0.01,0.0,0.0,0.01,0,2814,
18 Feb 19.50 (TWTR1816B19.5),11.19,0.0,13.50,13.60,0,140,18 Feb 19.50 (TWTR1816N19.5),0.05,0.0,0.0,0.01,0,110,
18 Feb 19.50 (TWTR1816B19.5-3),11.19,0.0,13.50,13.60,0,140,18 Feb 19.50 (TWTR1816N19.5-3),0.10,0.0,0.0,0.05,0,110,
18 Feb 19.50 (TWTR1816B19.5-4),3.35,0.0,13.50,13.60,0,140,18 Feb 19.50 (TWTR1816N19.5-4),0.0,0.0,0.0,0.09,0,110,
18 Feb 19.50 (TWTR1816B19.5-8),0.0,0.0,13.50,13.60,0,140,18 Feb 19.50 (TWTR1816N19.5-8),0.17,0.0,0.0,0.09,0,110,
18 Feb 19.50 (TWTR1816B19.5-A),0.0,0.0,13.50,13.60,0,140,18 Feb 19.50 (TWTR1816N19.5-A),0.05,0.0,0.0,0.01,0,110,
18 Feb 19.50 (TWTR1816B19.5-B),0.0,0.0,13.25,13.60,0,140,18 Feb 19.50 (TWTR1816N19.5-B),0.32,0.0,0.0,0.09,0,110,
18 Feb 19.50 (TWTR1816B19.5-E),3.55,0.0,13.50,13.60,0,140,18 Feb 19.50 (TWTR1816N19.5-E),0.05,0.0,0.0,0.05,0,110,
18 Feb 19.50 (TWTR1816B19.5-I),0.0,0.0,13.50,13.60,0,140,18 Feb 19.50 (TWTR1816N19.5-I),0.13,0.0,0.0,0.01,0,110,
18 Feb 19.50 (TWTR1816B19.5-J),0.0,0.0,13.50,13.60,0,140,18 Feb 19.50 (TWTR1816N19.5-J),0.0,0.0,0.0,0.09,0,110,
18 Feb 19.50 (TWTR1816B19.5-K),0.0,0.0,11.40,13.60,0,140,18 Feb 19.50 (TWTR1816N19.5-K),0.0,0.0,0.0,5.00,0,110,
18 Feb 19.50 (TWTR1816B19.5-O),0.0,0.0,13.50,13.60,0,140,18 Feb 19.50 (TWTR1816N19.5-O),0.40,0.0,0.0,0.01,0,110,
18 Feb 19.50 (TWTR1816B19.5-OG),3.35,0.0,13.20,13.60,0,140,18 Feb 19.50 (TWTR1816N19.5-OG),0.17,0.0,0.0,0.01,0,110,
18 Feb 19.50 (TWTR1816B19.5-P),6.35,0.0,13.45,13.60,0,140,18 Feb 19.50 (TWTR1816N19.5-P),0.33,0.0,0.0,0.01,0,110,
18 Feb 19.50 (TWTR1816B19.5-S),0.0,0.0,13.50,13.60,0,140,18 Feb 19.50 (TWTR1816N19.5-S),0.0,0.0,0.0,0.01,0,110,
18 Feb 19.50 (TWTR1816B19.5-X),5.35,0.0,13.50,13.60,0,140,18 Feb 19.50 (TWTR1816N19.5-X),0.05,0.0,0.0,0.05,0,110,
18 Feb 19.50 (TWTR1816B19.5-Y),0.0,0.0,13.15,13.60,0,140,18 Feb 19.50 (TWTR1816N19.5-Y),0.33,0.0,0.0,0.01,0,110,
18 Feb 20.00 (TWTR1816B20),13.00,-0.30,13.00,13.10,22,1620,18 Feb 20.00 (TWTR1816N20),0.01,0.0,0.0,0.01,33,3787,
18 Feb 20.00 (TWTR1816B20-3),14.15,0.0,13.00,13.10,0,1620,18 Feb 20.00 (TWTR1816N20-3),0.01,0.0,0.0,0.05,0,3787,
18 Feb 20.00 (TWTR1816B20-4),10.51,0.0,12.70,13.10,0,1620,18 Feb 20.00 (TWTR1816N20-4),0.01,0.0,0.0,0.09,0,3787,
18 Feb 20.00 (TWTR1816B20-8),13.04,-0.26,13.00,13.10,7,1620,18 Feb 20.00 (TWTR1816N20-8),0.01,0.0,0.0,0.09,8,3787,
18 Feb 20.00 (TWTR1816B20-A),4.85,0.0,13.00,13.10,0,1620,18 Feb 20.00 (TWTR1816N20-A),0.15,0.0,0.0,0.03,0,3787,
18 Feb 20.00 (TWTR1816B20-B),10.95,0.0,12.75,13.10,0,1620,18 Feb 20.00 (TWTR1816N20-B),0.08,0.0,0.0,0.09,0,3787,
18 Feb 20.00 (TWTR1816B20-E),14.18,0.0,13.00,13.10,0,1620,18 Feb 20.00 (TWTR1816N20-E),0.01,0.0,0.0,0.05,25,3787,
18 Feb 20.00 (TWTR1816B20-I),11.65,0.0,13.00,13.10,0,1620,18 Feb 20.00 (TWTR1816N20-I),0.01,0.0,0.0,0.03,0,3787,
18 Feb 20.00 (TWTR1816B20-J),6.70,0.0,13.00,13.10,0,1620,18 Feb 20.00 (TWTR1816N20-J),0.26,0.0,0.0,0.09,0,3787,
18 Feb 20.00 (TWTR1816B20-K),3.75,0.0,13.00,15.50,0,1620,18 Feb 20.00 (TWTR1816N20-K),0.0,0.0,0.0,0.50,0,3787,
18 Feb 20.00 (TWTR1816B20-O),13.00,0.0,13.00,13.10,2,1620,18 Feb 20.00 (TWTR1816N20-O),0.01,0.0,0.0,0.01,0,3787,
18 Feb 20.00 (TWTR1816B20-OG),10.00,0.0,12.75,13.10,0,1620,18 Feb 20.00 (TWTR1816N20-OG),0.06,0.0,0.0,0.09,0,3787,
18 Feb 20.00 (TWTR1816B20-P),11.30,0.0,12.95,13.10,0,1620,18 Feb 20.00 (TWTR1816N20-P),0.01,0.0,0.0,0.01,0,3787,
18 Feb 20.00 (TWTR1816B20-S),12.90,+5.60,13.00,13.10,10,1620,18 Feb 20.00 (TWTR1816N20-S),0.01,0.0,0.0,0.03,0,3787,
